"","School","Q9","Q10","variable","value"
"393","MonroeCentral","Saulmon","Monroe Central","LocationLatitude",40.85629272
"394","MonroeCentral","Miss Saulmon","Monroe Central","LocationLatitude",40.85629272
"395","MonroeCentral","Salmon","Monroe Central","LocationLatitude",40.85629272
"396","MonroeCentral","Salumon","Monroe Central","LocationLatitude",40.85629272
"397","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLatitude",40.85629272
"398","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLatitude",40.85629272
"399","MonroeCentral","Saulmon","Monroe Central Elementary","LocationLatitude",40.85629272
"400","MonroeCentral","saulmon","monroe central","LocationLatitude",40.85629272
"401","MonroeCentral","Saulmon","Monroe Central Elementray","LocationLatitude",40.85629272
"402","MonroeCentral","Pease","Monroe central elementary","LocationLatitude",40.85629272
"403","MonroeCentral","Pease","Monroe Central Ele","LocationLatitude",40.85629272
"404","MonroeCentral","Pease","Monroe Central Elementary","LocationLatitude",40.85629272
"405","MonroeCentral","Swallow","Monroe Central Elementary","LocationLatitude",40.85629272
"406","MonroeCentral","deboy","mentralcentral","LocationLatitude",40.85629272
"407","MonroeCentral","Mr.Deboy","MonroeCentral","LocationLatitude",40.85629272
"408","MonroeCentral","deboy","Monroe Central","LocationLatitude",40.85629272
"409","MonroeCentral","Deboy","Monroe Central Elementary","LocationLatitude",40.85629272
"410","MonroeCentral","Deboy","Monroe Central Elementary","LocationLatitude",40.85629272
"411","MonroeCentral","swallow","monroe central","LocationLatitude",40.85629272
"412","NorthDavies","lewis","North Davies","LocationLatitude",37.75100708
"413","NorthDavies","porter","NDE","LocationLatitude",37.75100708
"414","NorthDavies","Porter","NDE","LocationLatitude",37.75100708
"415","NorthDavies","Lewis","North Daviess Elementary","LocationLatitude",37.75100708
"416","NorthDavies","Lewis","North Daviess Elementary","LocationLatitude",37.75100708
"417","NorthDavies","Lewis","North Daviess","LocationLatitude",37.75100708
"418","NorthDavies","Lewis","North Daviess Elementary","LocationLatitude",37.75100708
"419","NorthDavies","Cunnigham","North Daviess Elementry","LocationLatitude",37.75100708
"420","NorthDavies","Collins","North Daviess Elementary","LocationLatitude",38.83039856
"421","NorthDavies","Collins","North Daviess Elementary","LocationLatitude",38.83039856
"422","NorthDavies","Wade","North daviess","LocationLatitude",38.83039856
"423","NorthDavies","Wade","North Daviess Elementary","LocationLatitude",38.83039856
"424","NorthDavies","Cox","North Daviess","LocationLatitude",38.83039856
"425","NorthDavies","Cox","North Daviess Elementary","LocationLatitude",38.83039856
"426","NorthDavies","Cox","North Daviess","LocationLatitude",38.83039856
"427","NorthDavies","Porter","North Daviess Elementary","LocationLatitude",38.83039856
"428","NorthDavies","porter","North Daviess Elementary","LocationLatitude",38.83039856
"429","NorthDavies","Porter","NDE","LocationLatitude",38.83039856
"430","NorthDavies","Mrs. Porter","NDE","LocationLatitude",38.83039856
"431","NorthDavies","Lewis","North Daviess","LocationLatitude",38.83039856
"432","NorthDavies","Porter","North Daviess","LocationLatitude",38.83039856
"433","NorthDavies","Cunningham","NDE","LocationLatitude",38.83039856
"434","NorthDavies","Porter","North Daviess","LocationLatitude",38.83039856
"435","NorthDavies","Porter","North Daviess","LocationLatitude",38.83039856
"436","NorthDavies","Porter","North Daviess","LocationLatitude",38.83039856
"437","NorthDavies","lewis","north daviess elementary","LocationLatitude",38.83039856
"438","NorthDavies","Porter","North Daviess Elementary","LocationLatitude",38.83039856
"439","NorthDavies","Ginger Porter","North daviess elementry","LocationLatitude",38.83039856
"440","NorthDavies","Porter","North Daviess","LocationLatitude",38.83039856
"441","NorthDavies","Porter","North Daviess","LocationLatitude",38.83039856
"442","NorthDavies","Porter","nde","LocationLatitude",38.83039856
"443","NorthDavies","porter","NDE","LocationLatitude",38.83039856
"444","NorthDavies","Porter","North Daviess Elementary","LocationLatitude",38.83039856
"445","NorthDavies","Porter","North Daviess Elementary","LocationLatitude",38.83039856
"446","NorthDavies","PORTER","NDE","LocationLatitude",38.83039856
"447","NorthDavies","Lewis","North Daviess Elementary","LocationLatitude",38.83039856
"448","NorthDavies","porter","North Daviess Elementary","LocationLatitude",38.83039856
"449","NorthDavies","porter","NDE","LocationLatitude",38.83039856
"450","NorthDavies","Lewis","North Daviess Elementary","LocationLatitude",38.83039856
"451","NorthDavies","PORTER","NORTH DAVIES","LocationLatitude",38.83039856
"452","NorthDavies","Porter","nde","LocationLatitude",38.83039856
"453","NorthDavies","porter","NDE","LocationLatitude",38.83039856
"454","NorthDavies","lewis","north Davies elementary","LocationLatitude",38.83039856
"455","NorthDavies","Lewis","North Daviess Elementary","LocationLatitude",38.83039856
"456","NorthDavies","Lewis","North Daviess Elemintery","LocationLatitude",38.83039856
"457","NorthDavies","Lewis","North Daviess Elementry","LocationLatitude",38.83039856
"458","NorthDavies","Lewis","North Daviess Elementary","LocationLatitude",38.83039856
"459","NorthDavies","Lewis","Noth Daviess Elementary","LocationLatitude",38.83039856
"460","NorthDavies","lewis","North Davies","LocationLatitude",38.83039856
"461","NorthDavies","Lewis","North Daviess Elementry","LocationLatitude",38.83039856
"462","NorthDavies","Lewis","North Daviess Elementary","LocationLatitude",38.83039856
"463","NorthDavies","Lewis","North Daviess Elemintry","LocationLatitude",38.83039856
"464","NorthDavies","cunningham","north davies","LocationLatitude",38.83039856
"465","NorthDavies","Allen","North Daviess","LocationLatitude",38.83039856
"466","NorthDavies","Lewis","North Daviess Elementry","LocationLatitude",38.83039856
"467","NorthDavies","wade","North Daviess Elementary","LocationLatitude",38.83039856
"468","NorthDavies","Cunningham","North Daviess","LocationLatitude",38.83039856
"469","NorthDavies","Allen","North Daviess Elementary","LocationLatitude",38.83039856
"470","NorthDavies","Allen","North Daviess Elementry","LocationLatitude",38.83039856
"471","NorthDavies","Cunningham","North Daviess","LocationLatitude",38.83039856
"472","NorthDavies","Lewis","North Daviess Elemantry","LocationLatitude",38.83039856
"473","NorthDavies","Cunningham","North Daviess Elementry","LocationLatitude",38.83039856
"474","NorthDavies","Lewis","North Daviess Elementary","LocationLatitude",38.83039856
"475","NorthDavies","Allen","North Daviess Elementary","LocationLatitude",38.83039856
"476","NorthDavies","Allen","North Daviess Elementry","LocationLatitude",38.83039856
"477","NorthDavies","Allen","North Daviess Elementary","LocationLatitude",38.83039856
"478","NorthDavies","Allen","North Daviess Elementary","LocationLatitude",38.83039856
"479","NorthDavies","allen","North daviess elementary","LocationLatitude",38.83039856
"480","NorthDavies","Cunningham","North Daviess","LocationLatitude",38.83039856
"481","NorthDavies","Allen","North Daviess Elementry","LocationLatitude",38.83039856
"482","NorthDavies","Cunningham","North Daviess Elementary","LocationLatitude",38.83039856
"483","NorthDavies","Cunningham","North Daviess Elementary","LocationLatitude",38.83039856
"484","NorthDavies","Cunningham","North Daviess Elementary","LocationLatitude",38.83039856
"485","NorthDavies","marlene allen","north daviess elementry","LocationLatitude",38.83039856
"486","NorthDavies","cunningham","NDE","LocationLatitude",38.83039856
"487","NorthDavies","Mrs. Cunningham","North Daviess","LocationLatitude",38.83039856
"488","NorthDavies","Allen","North Daviess Elementary","LocationLatitude",38.83039856
"489","NorthDavies","allen","northdaviess","LocationLatitude",38.83039856
"490","NorthDavies","Allen","North Daviess Elementary","LocationLatitude",38.83039856
"491","NorthDavies","cunningham","nde","LocationLatitude",38.83039856
"492","NorthDavies","allen","north daviess","LocationLatitude",38.83039856
"493","NorthDavies","Cunningham","North Daviess Elementary","LocationLatitude",38.83039856
"494","NorthDavies","CUNNINGHAM","North Daviess","LocationLatitude",38.83039856
"495","NorthDavies","Lewis","North Daviess Elmentrey","LocationLatitude",38.83039856
"496","NorthDavies","Allen","North Daviess Elementry","LocationLatitude",38.83039856
"497","NorthDavies","Allen","North Daviess Elementary","LocationLatitude",38.83039856
"498","NorthDavies","Cunningham","NDE","LocationLatitude",38.83039856
"499","NorthDavies","allen","noth daviess elementary","LocationLatitude",38.83039856
"500","NorthDavies","Allen","North Daviess Elementry","LocationLatitude",38.83039856
"501","NorthDavies","Allen","North Daviess Elementary","LocationLatitude",38.83039856
"502","NorthDavies","Allen","North Daviess","LocationLatitude",38.83039856
"503","NorthDavies","Allen","North Daviess Elementrey","LocationLatitude",38.83039856
"504","NorthDavies","Allen","North Daviess Elementry","LocationLatitude",38.83039856
"505","NorthDavies","Allen","North Daviess Elementary","LocationLatitude",38.83039856
"506","NorthDavies","Mrs. Allen","North Daviess Elementary","LocationLatitude",38.83039856
"507","NorthDavies","cunningham","nde","LocationLatitude",38.83039856
"508","NorthDavies","wade","north daviess cougars","LocationLatitude",38.83039856
"509","NorthDavies","Wade","North Daviess Cougars","LocationLatitude",38.83039856
"510","NorthDavies","Lengacher","North Daviess Cougars","LocationLatitude",38.83039856
"511","NorthDavies","Lengacher","North Daviess","LocationLatitude",38.83039856
"512","NorthDavies","mrs.wade","north daveys ccoogers","LocationLatitude",38.83039856
"513","NorthDavies","Lengacher","North Davies cougars","LocationLatitude",38.83039856
"514","NorthDavies","wade","North Daviess","LocationLatitude",38.83039856
"515","NorthDavies","Lengacher","North Daviess Cougars","LocationLatitude",38.83039856
"516","NorthDavies","Cox","North daviess","LocationLatitude",38.83039856
"517","NorthDavies","Lengacher","North Daviess elem","LocationLatitude",38.83039856
"518","NorthDavies","Lengacher","North Daviess Elem","LocationLatitude",38.83039856
"519","NorthDavies","wade","North Daviess Elementary","LocationLatitude",38.83039856
"520","NorthDavies","Larua","North Daviess Cougars","LocationLatitude",38.83039856
"521","NorthDavies","Wade","North Daviess Elemantary","LocationLatitude",38.83039856
"522","NorthDavies","Wade","North Daviess Cougars","LocationLatitude",38.83039856
"523","NorthDavies","Lengacher","North Daviess Cougars","LocationLatitude",38.83039856
"524","NorthDavies","lengacher","northdaves","LocationLatitude",38.83039856
"525","NorthDavies","Cox","North Daviess","LocationLatitude",38.83039856
"526","NorthDavies","Wade","North Daveiss Cougars","LocationLatitude",38.83039856
"527","NorthDavies","Lengacher","North Daviess","LocationLatitude",38.83039856
"528","NorthDavies","wade","North Davies","LocationLatitude",38.83039856
"529","NorthDavies","Lengacher","North Daviess Cougars","LocationLatitude",38.83039856
"530","NorthDavies","wade","north daves elumenhre","LocationLatitude",38.83039856
"531","NorthDavies","Lengacher","North Daviess Elementary","LocationLatitude",38.83039856
"532","NorthDavies","Cox","North Daviess","LocationLatitude",38.83039856
"533","NorthDavies","Wade","North Daviess Elamentary","LocationLatitude",38.83039856
"534","NorthDavies","Lengacher","North Daviess Elemetary","LocationLatitude",38.83039856
"535","NorthDavies","cox","North Daviess Elementary","LocationLatitude",38.83039856
"536","NorthDavies","collion","nde","LocationLatitude",38.83039856
"537","NorthDavies","wade","north davies elementary","LocationLatitude",38.83039856
"538","NorthDavies","Cox","North Daviess","LocationLatitude",38.83039856
"539","NorthDavies","Collins","NDE","LocationLatitude",38.83039856
"540","NorthDavies","Wade","NDE","LocationLatitude",38.83039856
"541","NorthDavies","Wade","North Daviess Elementary","LocationLatitude",38.83039856
"542","NorthDavies","wade","North Daviess Elementary","LocationLatitude",38.83039856
"543","NorthDavies","cox","North Daviess","LocationLatitude",38.83039856
"544","NorthDavies","collins","North Daviess","LocationLatitude",38.83039856
"545","NorthDavies","Cox","North Daviess","LocationLatitude",38.83039856
"546","NorthDavies","wade","North Daviess Elementry","LocationLatitude",38.83039856
"547","NorthDavies","Cox","North Daviess Elementary","LocationLatitude",38.83039856
"548","NorthDavies","Collins","NDE","LocationLatitude",38.83039856
"549","NorthDavies","Cox","North Daviess","LocationLatitude",38.83039856
"550","NorthDavies","cox","north daviess","LocationLatitude",38.83039856
"551","NorthDavies","Cox","North Daviess Elmentry","LocationLatitude",38.83039856
"552","NorthDavies","Wade","North Daveiss","LocationLatitude",38.83039856
"553","NorthDavies","Wade","North Daviess Elamentary","LocationLatitude",38.83039856
"554","NorthDavies","wade","north daviess","LocationLatitude",38.83039856
"555","NorthDavies","Collins","North Daviess Elementary","LocationLatitude",38.83039856
"556","NorthDavies","Lengacher","North Daviess Elmentary","LocationLatitude",38.83039856
"557","NorthDavies","Lengacher","North Daviess","LocationLatitude",38.83039856
"558","NorthDavies","cox","North Daviess","LocationLatitude",38.83039856
"559","NorthDavies","collins","nde","LocationLatitude",38.83039856
"560","NorthDavies","Wade","North Daviess","LocationLatitude",38.83039856
"561","NorthDavies","Collins","North Davies Elementary","LocationLatitude",38.83039856
"562","NorthDavies","lengacher","north daviess elemantary","LocationLatitude",38.83039856
"563","NorthDavies","Wade","North  Daviess","LocationLatitude",38.83039856
"564","NorthDavies","Lengacher","NDE","LocationLatitude",38.83039856
"565","NorthDavies","Wade","North Daviess Elementary","LocationLatitude",38.83039856
"566","NorthDavies","Collins","Noth Daviess","LocationLatitude",38.83039856
"567","NorthDavies","Wade","North daviess elamentary","LocationLatitude",38.83039856
"568","NorthDavies","wade","nde","LocationLatitude",38.83039856
"569","NorthDavies","Wade","North Daviess Elementary","LocationLatitude",38.83039856
"570","NorthDavies","Collins","North Daviess Elemntary","LocationLatitude",38.83039856
"571","NorthDavies","cox","NorthDaviess","LocationLatitude",38.83039856
"572","NorthDavies","Cox","North Daviess","LocationLatitude",38.83039856
"573","NorthDavies","cox","north daviess elementy","LocationLatitude",38.83039856
"574","NorthDavies","Lengatcher","NDE","LocationLatitude",38.83039856
"575","NorthDavies","Wade","north daviess","LocationLatitude",38.83039856
"576","NorthDavies","Collins","NDE","LocationLatitude",38.83039856
"577","NorthDavies","Cox","North Daviess","LocationLatitude",38.83039856
